Document samples/pg2701.txt
hide 6 1.05655
including 17 0
lactantem 1 0.477121
shops 1 0.477121
statements 5 0
awkwardness 2 0.954243
loomings 2 0.954243
establish 3 1.43136
crony 1 0.477121
woven 8 1.40873
did 258 45.4315
enclosed 1 0.477121
baleen 11 5.24833
slime 2 0.954243
prodigious 18 8.58818
bones 49 23.3789
corners 4 1.90849
triangular 4 1.90849
blasts 1 0.477121
slackened 6 2.86273
gilder 2 0.954243
master 23 4.0501
obviously 1 0.477121
royals 3 1.43136
deletions 1 0
hear 64 0
owner 10 0
bordering 1 0.477121
log 23 10.9738
bermudas 1 0.477121
gleamed 5 0.880456
inquire 3 1.43136
billows 20 3.52183
geese 1 0.477121
amounted 1 0.477121
scenes 12 5.72546
modifies 1 0.477121
baptised 1 0.477121
roundness 1 0.477121
yesterday 10 4.77121
or 796 0
opinions 2 0.954243
tear 5 0.880456
voice 48 8.45238
harris 5 2.38561
foamy 1 0.176091
superfluousness 1 0.477121
rensselaers 1 0.477121
trinity 2 0.954243
dismember 1 0.477121
my 589 103.718
sands 3 1.43136
blue 45 21.4705
pop 1 0.477121
warfare 1 0.176091
at 1333 0
dared 4 0.704365
fellow 54 9.50893
biggest 2 0.954243
sereneness 1 0.477121
absurd 3 0.528274
disengaged 4 1.90849
alarm 8 1.40873
menacing 2 0.954243
juicy 3 1.43136
fury 9 1.58482
than 312 0
asiatics 2 0.954243
innermost 7 1.23264
defray 1 0.477121
authorized 1 0.477121
habits 4 1.90849
captain 329 156.973
divineness 2 0.954243
pan 5 0.880456
snare 1 0.176091
paw 3 1.43136
globe 24 11.4509
wandereth 1 0.477121
dusk 3 0.528274
determine 2 0
shot 37 6.51538
dictionary 5 2.38561
hemp 12 5.72546
gnaw 1 0.477121
trust 4 0.704365
corporeally 2 0.954243
bargain 2 0.954243
sceptre 1 0.477121
weld 2 0.954243
afraid 15 2.64137
contrivance 2 0.954243
magian 2 0.954243
sports 1 0.477121
after 270 47.5446
flew 23 10.9738
soaked 3 1.43136
narwhales 2 0.954243
appearance 11 1.937
harmoniously 1 0.477121
tost 1 0.477121
mouthed 5 2.38561
appellative 2 0.954243
parlors 1 0.477121
falconer 1 0.477121
boy 65 31.0129
arnold 1 0.176091
fond 6 1.05655
cooling 1 0.477121
lowly 8 3.81697
breezy 1 0.477121
hinting 5 2.38561
hypothetically 2 0.954243
spent 9 1.58482
profuse 1 0.477121
smallest 10 4.77121
boggy 1 0.477121
taunts 1 0.176091
little 249 43.8467
deepening 1 0.477121
relented 1 0.477121
stepping 7 3.33985
july 3 0.528274
avoid 6 1.05655
dante 1 0.477121
materials 2 0.954243
upside 1 0.477121
tempering 1 0.477121
appliance 1 0.477121
mizzen 4 1.90849
stiver 1 0.477121
cook 55 26.2417
combined 9 1.58482
trap 5 2.38561
pryed 1 0.477121
lurking 7 3.33985
broiled 3 1.43136
pray 8 1.40873
larger 9 1.58482
dread 12 2.1131
works 64 0
tingles 1 0.477121
arises 1 0.477121
reality 7 3.33985
floes 1 0.477121
jostle 1 0.477121
cracked 7 3.33985
armed 15 7.15682
names 13 2.28919
gallows 5 0.880456
occurs 1 0.176091
unthinking 1 0.477121
tough 5 2.38561
n 8 0
stalked 2 0.352183
deadliness 1 0.477121
desperate 12 2.1131
seem 85 14.9678
governor 5 2.38561
furled 2 0.954243
boatmen 1 0.477121
waved 5 2.38561
world 178 0
fumes 1 0.477121
blowing 6 2.86273
frederick 5 2.38561
slices 2 0.954243
bride 4 0.704365
frisky 1 0.477121
terrify 3 0.528274
foe 14 2.46528
replace 2 0
unostentatious 1 0.477121
incredible 9 4.29409
sterns 2 0.954243
bellied 1 0.477121
absent 10 1.76091
indiamen 1 0.477121
unloading 1 0.477121
pleasure 4 0.704365
orange 3 1.43136
flaked 1 0.477121
musky 3 1.43136
letters 11 1.937
digesting 2 0.954243
shark 31 14.7908
extended 5 0.880456
ceremonies 1 0.477121
seaward 2 0.352183
scepticism 2 0.954243
nantuckois 1 0.477121
families 2 0.954243
conveys 3 1.43136
poising 2 0.954243
dentistical 1 0.477121
veins 6 2.86273
ravens 1 0.477121
steed 7 3.33985
african 3 1.43136
dedicating 1 0.477121
baron 5 0.880456
spar 9 4.29409
brit 10 4.77121
benevolently 1 0.477121
prosecution 3 1.43136
apt 7 3.33985
address 5 0
vault 3 1.43136
delicately 1 0.477121
disappeared 15 7.15682
columbus 2 0.954243
tumbled 6 2.86273
inclosed 3 1.43136
jefferson 1 0.477121
highly 7 1.23264
state 34 0
negatively 1 0.477121
rescuing 1 0.477121
inkstand 1 0.477121
unconquering 1 0.477121
french 22 3.87401
mow 1 0.477121
refer 3 0.528274
fellows 11 1.937
parliament 3 1.43136
housings 3 1.43136
conceptions 1 0.477121
keenest 3 1.43136
kicked 9 4.29409
margin 6 2.86273
linen 4 1.90849
doomed 3 0.528274
miriam 3 1.43136
chat 8 3.81697
europe 5 2.38561
knots 3 1.43136
burn 11 1.937
tenth 4 1.90849
flow 6 2.86273
ordinary 19 9.0653
stripped 11 5.24833
antiquities 2 0.954243
consideration 8 3.81697
mother 18 3.16964
joyful 3 0.528274
mystical 9 4.29409
swim 21 3.69792
sword 25 4.40228
binnacle 16 7.63394
never 206 36.2748
funereally 1 0.477121
harpooneer 81 38.6468
dead 93 16.3765
foot 33 5.81101
advantages 1 0.176091
property 9 0
wheeled 5 2.38561
winking 1 0.477121
spell 11 1.937
endeavor 4 1.90849
rarities 1 0.477121
crews 17 8.11106
appals 2 0.954243
its 379 0
movable 2 0.954243
dreamy 4 1.90849
freight 1 0.477121
blinding 6 2.86273
kill 34 5.9871
bandied 1 0.477121
isaiah 2 0.954243
likewise 22 10.4967
shoeless 1 0.477121
mass 39 6.86756
scuttle 24 11.4509
er 7 0
abased 2 0.954243
prostration 1 0.477121
barbed 6 2.86273
turn 61 10.7416
asserted 3 0.528274
older 2 0.352183
persian 6 2.86273
graves 1 0.477121
attends 1 0.477121
altogether 29 13.8365
market 6 2.86273
revolve 4 1.90849
amusing 1 0.477121
fasting 4 1.90849
wealth 3 0.528274
extracts 7 1.23264
shipwreck 2 0.954243
useful 5 2.38561
southern 12 5.72546
roofs 1 0.477121
boats 147 70.1368
gave 38 6.69147
domes 1 0.477121
blew 8 3.81697
cognisable 1 0.477121
hang 7 1.23264
carpet 9 4.29409
any 364 0
throbs 1 0.477121
themselves 59 10.3894
spurned 2 0.954243
forth 60 0
endearments 1 0.477121
fire 76 13.3829
gizzard 1 0.477121
landing 2 0.954243
heaven 51 8.98065
exile 1 0.176091
inscribed 1 0.477121
sweethearts 1 0.477121
arguments 2 0.954243
persuading 1 0.176091
gaffman 2 0.954243
wardrobe 2 0.954243
notoriety 1 0.477121
keenly 3 0.528274
hampton 1 0.477121
bewitching 1 0.477121
winding 6 1.05655
stumbling 1 0.477121
sydney 1 0.477121
fossil 5 2.38561
accountants 1 0.477121
aint 3 1.43136
reminded 4 0.704365
others 40 0
lava 1 0.477121
moses 2 0.954243
quaint 2 0.954243
noiseless 7 3.33985
untouchable 1 0.477121
main 54 0
prouder 3 1.43136
marshal 3 1.43136
circumference 6 2.86273
spangled 2 0.954243
brotherly 2 0.954243
roaring 9 1.58482
beauty 8 3.81697
for 1644 0
device 2 0.954243
train 5 2.38561
centuries 12 5.72546
wrench 3 1.43136
stump 12 5.72546
starve 1 0.477121
inferior 10 4.77121
gushing 1 0.477121
rainbows 3 1.43136
parisians 1 0.477121
bitin 1 0.477121
totally 2 0.954243
spanishly 1 0.477121
memories 4 1.90849
anomalous 2 0.954243
stranded 12 5.72546
prayers 6 2.86273
imaginary 2 0.954243
peremptorily 4 1.90849
forbidding 3 1.43136
hind 2 0.954243
anywhere 16 0
talus 1 0.477121
covered 11 1.937
pedestrians 1 0.477121
colnett 4 1.90849
imprecate 2 0.954243
part 153 0
barnacled 3 1.43136
pot 10 4.77121
careful 18 3.16964
unchanged 1 0.477121
tusked 3 1.43136
ferule 2 0.954243
mode 3 1.43136
curios 1 0.477121
no 596 0
prick 7 3.33985
massive 5 2.38561
nosegays 1 0.477121
free 37 0
christendom 4 1.90849
revelation 3 1.43136
prairie 13 6.20258
scalloped 1 0.477121
rueful 1 0.477121
tempest 9 4.29409
buy 3 0.528274
explosion 1 0.477121
extending 8 3.81697
scruples 1 0.477121
pre 6 1.05655
swam 20 3.52183
vidocq 1 0.477121
narrative 12 5.72546
affghanistan 1 0.477121
mariner 16 7.63394
spouting 12 5.72546
worm 5 0.880456
chock 1 0.477121
blackness 11 5.24833
insect 3 1.43136
drugg 3 1.43136
fro 17 8.11106
casual 2 0.954243
wayward 1 0.477121
chapter 308 146.953
shreds 6 2.86273
filaments 1 0.477121
nick 2 0.954243
torrents 2 0.954243
feegeeans 1 0.477121
periods 3 1.43136
unthought 1 0.477121
mine 45 7.92411
done 74 13.0308
gang 1 0.176091
roanoke 2 0.954243
requiem 2 0.352183
threepence 1 0.477121
tapping 3 1.43136
vexatious 1 0.477121
jib 5 2.38561
pastures 3 1.43136
snapping 4 1.90849
swum 1 0.477121
into 523 92.0957
sharks 51 8.98065
only 378 0
assurance 1 0.477121
hasty 2 0.352183
tiger 11 5.24833
front 25 4.40228
malignantly 1 0.477121
powerful 3 1.43136
erroneous 2 0.954243
scoot 1 0.477121
posse 2 0.954243
unmannerly 2 0.954243
primal 4 1.90849
precisely 27 12.8823
vivid 9 1.58482
outset 3 1.43136
sing 22 0
indecorous 1 0.477121
baltimore 1 0.477121
enhances 2 0.954243
enormous 26 4.57837
defunct 2 0.954243
mossy 1 0.477121
salamander 1 0.176091
tusks 4 0.704365
fatter 1 0.477121
unobserved 3 1.43136
lethargy 1 0.477121
polar 13 6.20258
termination 1 0.477121
advancement 1 0.477121
ominous 3 1.43136
solve 3 1.43136
gothic 4 0.704365
steady 29 13.8365
peculiarly 6 2.86273
observing 8 3.81697
giants 3 0.528274
gale 28 13.3594
lull 1 0.477121
liquor 1 0.477121
unearthed 1 0.477121
continue 5 2.38561
pasture 4 1.90849
valiant 10 1.76091
bannered 1 0.477121
endeavored 3 1.43136
january 1 0.477121
exclaiming 2 0.954243
mission 5 0
limping 3 1.43136
macy 3 1.43136
help 41 0
affection 3 0.528274
gateway 2 0.954243
instant 77 36.7383
gam 8 3.81697
setting 13 6.20258
twice 13 6.20258
madly 4 0.704365
transpointed 2 0.954243
goldsmith 3 1.43136
kedger 1 0.477121
ruin 5 0.880456
prefers 2 0.954243
mystic 17 8.11106
declines 2 0.954243
when 607 0
compiled 1 0.477121
herrings 1 0.477121
her 332 0
slabs 5 2.38561
ago 36 6.33929
titanism 1 0.477121
tom 3 1.43136
vial 8 3.81697
ape 2 0.954243
sprout 2 0.954243
kentucky 1 0.477121
unconditionally 1 0.477121
appeals 2 0.352183
solicitously 1 0.477121
lifelessly 2 0.954243
business 69 0
nippers 1 0.477121
hootings 1 0.477121
multum 1 0.477121
jovial 1 0.477121
conversations 1 0.477121
expert 1 0.477121
hake 1 0.477121
comprised 2 0.954243
better 63 11.0937
dark 58 10.2133
miscellaneous 4 1.90849
equal 14 2.46528
merchantability 1 0
loyal 1 0.176091
bobbing 1 0.477121
padlock 1 0.477121
pacifics 2 0.954243
libertines 1 0.477121
decent 6 2.86273
page 10 0
cannibal 19 9.0653
ledyard 2 0.954243
combination 2 0.954243
goethe 2 0.352183
whom 45 0
accosted 4 1.90849
dangerous 13 2.28919
sit 16 0
mazes 2 0.954243
despised 1 0.477121
dimmed 1 0.477121
dish 11 5.24833
blessing 1 0.477121
organs 4 1.90849
separating 3 1.43136
increasing 6 0
curious 54 9.50893
christian 18 8.58818
affirmative 1 0.477121
energies 1 0.477121
moonlight 8 3.81697
adelaide 1 0.477121
signification 1 0.477121
murmuring 1 0.477121
triumph 4 0
having 66 11.622
cadiz 4 1.90849
wedded 5 2.38561
gardiner 2 0.954243
essences 1 0.477121
fishery 65 31.0129
smoke 30 5.28274
tapered 1 0.477121
cart 1 0.477121
disguise 1 0.477121
exceedingly 15 7.15682
philopater 1 0.477121
coward 15 2.64137
eminently 1 0.477121
spoke 15 2.64137
report 8 1.40873
extinct 3 1.43136
label 1 0.477121
surest 1 0.477121
spiral 1 0.477121
neutral 3 1.43136
dividends 1 0.477121
flake 1 0.477121
bursting 12 2.1131
astonishment 6 2.86273
views 3 1.43136
submission 1 0.477121
untutored 4 1.90849
polynesian 2 0.954243
repair 3 1.43136
resemble 2 0.352183
horizon 18 8.58818
compliment 1 0.477121
conscious 8 3.81697
equipment 3 0
merry 14 2.46528
point 73 12.8547
threads 7 3.33985
stepped 8 1.40873
eris 1 0.477121
unpolluted 1 0.477121
hit 14 6.6797
esau 1 0.477121
epaulets 3 1.43136
heidelburgh 9 4.29409
enlist 2 0.954243
lessons 1 0.477121
heavens 17 2.99355
travelled 3 1.43136
caused 12 2.1131
tier 2 0.954243
ignorance 11 5.24833
hereby 9 4.29409
weapon 9 1.58482
thought 150 26.4137
flounders 2 0.954243
algiers 1 0.477121
blanks 1 0.477121
seminal 1 0.477121
astronomical 1 0.477121
momentum 2 0.954243
mississippi 4 0
lodge 3 1.43136
employ 2 0.954243
infernally 2 0.954243
lounges 1 0.477121
pens 2 0.954243
performing 6 0
climates 2 0.954243
offensively 1 0.477121
beef 18 8.58818
manner 37 6.51538
armada 2 0.954243
awestruck 1 0.477121
abruptly 2 0.954243
aslant 2 0.954243
johnson 4 1.90849
chimney 7 3.33985
turkish 6 2.86273
raise 9 4.29409
pipe 42 20.0391
tethered 1 0.477121
purchas 3 1.43136
tolling 1 0.477121
box 18 8.58818
titanic 1 0.477121
ahoy 8 3.81697
hecla 1 0.477121
old 452 0
belongs 8 1.40873
probationary 1 0.477121
summits 1 0.477121
beech 2 0.954243
ridden 2 0.954243
elements 8 3.81697
hands 130 22.8919
finally 27 4.75446
cruize 1 0.477121
habitude 1 0.477121
fevers 2 0.954243
drivers 1 0.477121
creatures 34 5.9871
ponderosity 1 0.477121
prowling 1 0.477121
harboring 1 0.477121
deplored 2 0.954243
colour 16 7.63394
figured 3 1.43136
act 30 5.28274
boone 1 0.477121
dumplings 6 2.86273
manx 4 1.90849
himself 205 36.0987
steeply 2 0.954243
spermacetti 3 1.43136
strong 36 6.33929
influences 7 3.33985
symbolize 2 0.954243
miseries 3 1.43136
herculaneum 1 0.477121
alabama 6 2.86273
vertebra 4 1.90849
household 4 0.704365
snaps 1 0.477121
lusty 1 0.477121
extracted 5 2.38561
turbid 2 0.954243
fife 2 0.954243
view 50 8.80456
outnumber 1 0.477121
unread 1 0.477121
shavings 7 3.33985
frustrate 1 0.477121
seaport 3 1.43136
genesis 2 0.954243
casked 2 0.954243
wicked 11 5.24833
hussey 17 8.11106
exactitude 1 0.477121
cocks 3 1.43136
tap 5 2.38561
infecting 1 0.477121
meanwhile 28 13.3594
slight 8 1.40873
hopefully 2 0.954243
criminal 1 0.477121
pursued 10 1.76091
freshened 1 0.477121
champions 1 0.176091
parried 1 0.477121
juggling 3 1.43136
smoker 1 0.477121
tidiest 1 0.477121
goods 1 0.477121
dividing 7 3.33985
stretched 10 1.76091
harder 4 0.704365
heedlessly 1 0.477121
assault 4 1.90849
prince 4 0.704365
bottled 2 0.954243
pregnant 3 1.43136
move 9 4.29409
zag 1 0.477121
passion 7 3.33985
neighboring 4 1.90849
roman 15 2.64137
preserving 4 1.90849
rammed 2 0.954243
pitiful 3 1.43136
belonged 13 2.28919
farings 1 0.477121
greyhounds 1 0.477121
pitied 1 0.477121
finds 9 4.29409
subtle 11 5.24833
creation 8 0
onset 6 1.05655
account 34 5.9871
painting 5 2.38561
vessel 55 9.68502
essex 3 1.43136
nonsense 4 1.90849
serving 2 0.352183
size 12 5.72546
dressed 7 3.33985
cousin 2 0.954243
shouted 17 2.99355
impossible 17 8.11106
appalling 10 4.77121
nine 10 1.76091
interval 25 11.928
ached 1 0.477121
imperturbable 2 0.954243
accompanies 1 0.477121
shovel 3 1.43136
whaleman 46 21.9476
burnished 1 0.477121
tudors 1 0.477121
habitudes 1 0.477121
inquisition 1 0.477121
trotting 1 0.477121
brooding 2 0.954243
breasts 1 0.477121
intolerableness 1 0.477121
geneva 1 0.477121
concerning 42 0
columns 3 1.43136
word 77 0
raal 1 0.477121
chosen 3 0.528274
moment 105 18.4896
fry 3 1.43136
ebook 13 0
uno 1 0.477121
captors 1 0.477121
adventures 6 1.05655
gathered 8 1.40873
lustre 4 0.704365
rejoinder 2 0.352183
homeward 8 1.40873
remarkably 1 0.477121
financial 1 0
attended 6 2.86273
hurry 9 4.29409
cruise 9 4.29409
unreluctantly 1 0.477121
fled 6 1.05655
cost 4 0
programme 1 0.477121
stiggs 2 0.954243
insufferable 6 2.86273
didn 33 15.745
unwarped 1 0.477121
instantaneously 2 0.954243
fingers 14 2.46528
scarf 1 0.477121
vessels 26 4.57837
confronted 1 0.477121
habituated 1 0.477121
lectures 1 0.477121
preble 1 0.477121
wigwams 1 0.477121
arion 1 0.477121
rev 2 0.954243
tally 2 0.954243
damn 10 4.77121
unavoidable 2 0.954243
priests 5 2.38561
dragged 17 2.99355
bowline 1 0.477121
sculptures 2 0.954243
bit 28 4.93056
expected 7 1.23264
becomes 12 2.1131
subdued 3 1.43136
refuge 5 0.880456
disposition 3 0.528274
outrageous 3 1.43136
crystallized 1 0.477121
thankless 1 0.477121
clapping 4 1.90849
encompassed 1 0.176091
habitual 1 0.477121
regulating 2 0
indignity 2 0.954243
accounts 9 4.29409
topsail 2 0.954243
minded 6 1.05655
precipice 1 0.477121
forbidden 1 0.477121
indian 57 27.1959
discover 8 0
mysteries 5 2.38561
dyspeptic 2 0.954243
moth 3 1.43136
centipede 1 0.477121
replacing 3 1.43136
corpses 1 0.176091
elsewhere 13 6.20258
object 39 6.86756
conquered 3 0.528274
reciprocal 1 0.477121
obsequious 1 0.477121
snowy 8 3.81697
ball 12 2.1131
path 10 1.76091
not 1180 0
subordinates 1 0.477121
prayer 4 1.90849
presidency 1 0.477121
sentence 3 0
whiteness 28 13.3594
evincing 1 0.477121
been 415 0
insulated 2 0.954243
scream 1 0.477121
rearing 5 2.38561
wrinkled 15 7.15682
proverb 4 1.90849
cutlets 1 0.477121
comply 7 0
whalemen 72 34.3527
indirectly 14 0
forward 52 9.15675
answered 22 3.87401
suspicions 5 2.38561
dazzling 3 1.43136
designs 2 0.954243
autumnal 1 0.477121
glidest 1 0.477121
lances 23 4.0501
ulcerous 1 0.477121
garments 1 0.477121
diabolically 1 0.477121
premises 3 1.43136
fell 36 0
hedgehog 1 0.477121
harpooned 8 3.81697
far 165 29.0551
eddyings 1 0.477121
rare 16 2.81746
states 26 0
fegee 1 0.477121
norway 1 0.477121
neighbor 1 0.477121
liberal 3 1.43136
school 10 4.77121
axe 5 2.38561
socratic 1 0.477121
tho 2 0.954243
precious 18 3.16964
edges 3 0.528274
sooty 3 1.43136
gateways 1 0.477121
bowling 1 0.477121
utterance 2 0.954243
voyagers 1 0.477121
happiness 2 0.954243
unhappy 1 0.176091
rollicking 2 0.954243
alcoves 2 0.954243
warn 3 1.43136
enrolled 3 1.43136
halloa 10 4.77121
retaking 1 0.477121
summers 2 0.954243
peeringly 1 0.477121
fog 3 1.43136
terrorem 1 0.477121
helping 5 0.880456
oddly 1 0.477121
folding 3 1.43136
bottomless 7 3.33985
discomforts 1 0.477121
prestige 2 0.954243
simultaneously 14 6.6797
herself 7 3.33985
departed 14 2.46528
spencer 1 0.477121
book 60 0
beneath 76 36.2612
deliberately 8 3.81697
lurid 2 0.352183
fisherman 7 3.33985
technical 2 0.954243
myself 69 12.1503
razor 4 1.90849
surveyor 1 0.477121
properly 9 1.58482
club 4 1.90849
hurriedly 3 0.528274
steaks 1 0.477121
mightier 2 0.954243
buttoning 2 0.954243
privateers 1 0.477121
sure 46 8.1002
budged 1 0.477121
light 79 13.9112
etchings 1 0.477121
doubly 1 0.477121
unicorn 3 1.43136
ibis 1 0.477121
sunday 7 3.33985
atmosphere 5 2.38561
schmerenburgh 1 0.477121
pillars 1 0.176091
trucks 5 2.38561
cherishing 1 0.477121
electors 1 0.477121
timely 3 1.43136
female 3 0.528274
pivot 7 3.33985
hand 215 0
physiognomy 1 0.477121
sheer 3 1.43136
irresolution 1 0.477121
schools 9 4.29409
vaguely 4 1.90849
mouths 9 4.29409
wanting 11 5.24833
terra 3 1.43136
twig 3 1.43136
earthly 16 2.81746
docile 2 0.954243
ungovernable 1 0.477121
distended 4 1.90849
killers 1 0.477121
cheering 5 0.880456
motioning 1 0.477121
wharton 1 0.477121
artful 1 0.477121
rear 22 10.4967
foam 19 3.34573
twigs 1 0.477121
ducat 1 0.477121
panic 8 3.81697
gate 5 2.38561
mind 81 0
london 14 2.46528
unwarrantable 2 0.954243
thro 1 0.477121
mower 2 0.954243
heel 8 3.81697
purse 7 3.33985
wrapper 2 0.954243
can 247 0
beheaded 6 2.86273
father 27 4.75446
contains 6 1.05655
spleen 1 0.477121
humorously 5 2.38561
chips 5 2.38561
smile 5 2.38561
living 73 12.8547
flukes 37 17.6535
perfumed 1 0.477121
intimate 3 0.528274
richer 2 0.352183
funeral 6 1.05655
broods 2 0.954243
sharpening 2 0.954243
acres 3 1.43136
damp 9 4.29409
stirs 4 1.90849
passes 2 0.352183
cucumbers 1 0.477121
diminished 6 2.86273
eely 1 0.477121
hosts 3 1.43136
jesu 1 0.477121
platonian 2 0.954243
drizzly 1 0.477121
november 2 0.954243
pennies 1 0.477121
perched 8 3.81697
bachelor 9 4.29409
preparation 3 1.43136
shoulders 13 2.28919
valley 6 2.86273
taffrail 8 3.81697
circulation 1 0.477121
huzza 8 3.81697
loads 2 0.954243
sash 1 0.477121
chilly 1 0.477121
followed 26 4.57837
bennett 4 1.90849
respect 16 0
luffs 1 0.477121
killer 6 2.86273
woeful 2 0.954243
hats 4 1.90849
facetiousness 1 0.477121
harry 3 1.43136
parted 8 1.40873
sentiment 2 0.954243
teachings 2 0.954243
pistol 6 2.86273
hammer 30 5.28274
repose 11 1.937
flourish 3 0.528274
hears 6 1.05655
nearly 36 0
circumpolar 1 0.477121
apply 3 0
immitigable 1 0.477121
quietly 19 9.0653
includes 1 0
ordaining 1 0.477121
provincial 1 0.477121
knew 43 7.57192
smugglers 1 0.477121
obstreperously 1 0.477121
sweepers 1 0.477121
cherish 9 4.29409
interpenetrate 1 0.477121
superior 15 7.15682
city 15 0
brandreth 1 0.477121
prophetic 1 0.477121
separate 20 3.52183
manhattoes 1 0.477121
perilously 2 0.954243
stark 9 1.58482
isles 17 8.11106
portion 4 0.704365
pointing 19 9.0653
exclusiveness 2 0.954243
pieces 18 3.16964
grammars 2 0.954243
tow 16 2.81746
commerce 6 2.86273
consorted 2 0.954243
surf 5 2.38561
left 67 11.7981
fringed 1 0.477121
calculating 5 2.38561
listening 4 1.90849
wish 15 0
softest 1 0.477121
verbatim 1 0.477121
prices 2 0.954243
displays 2 0.954243
quarter 48 22.9018
shove 1 0.477121
lock 9 1.58482
spinoza 1 0.477121
unset 1 0.477121
mutters 2 0.954243
admirer 1 0.477121
lack 2 0.352183
prows 3 1.43136
strait 3 1.43136
previous 36 0
indestructible 2 0.954243
wagon 1 0.477121
sight 105 18.4896
gazers 1 0.477121
social 12 5.72546
blossom 1 0.477121
felt 41 7.21974
tropic 5 2.38561
forlornness 1 0.477121
circumambulate 1 0.477121
porch 2 0.954243
glimpses 5 2.38561
arguing 1 0.477121
craggy 1 0.477121
hook 18 8.58818
sensations 2 0.954243
gay 21 10.0195
binding 1 0.176091
aimed 1 0.477121
surpassingly 1 0.477121
trunks 2 0.352183
sleep 46 8.1002
slip 4 0.704365
disease 1 0.477121
horror 12 2.1131
frosty 4 1.90849
plaintively 1 0.477121
thence 7 1.23264
whitehall 1 0.477121
occurred 10 4.77121
satisfactory 3 0.528274
adoration 2 0.954243
air 143 25.1811
edition 4 0
leaning 28 13.3594
